Gene ID	Name	Notes
ECs2299	bioD	['dithiobiotin', 'synthetase']
ECs5545	rrlC	['23S', 'ribosomal', 'RNA']
pO157p06	etpG	['type', 'II', 'secretion', 'pathway', 'related', 'protein', 'type', 'II', 'secretion', 'pathway', 'related', 'protein|EtpG']
ECs4027	ECs4027	['hypothetical', 'protein']
ECs1242	ECs1242	['hypothetical', 'protein']
ECs4398	ECs4398	['cytochrome', 'C', 'peroxidase']
ECs0236	ECs0236	['protein', 'VgrG']
ECs1502	ECs1502	['excisionase']
ECs0847	ECs0847	['hypothetical', 'protein']
ECs0128	ECs0128	['glucose', 'dehydrogenase']
ECs1756	ECs1756	['outer', 'membrane', 'protein', 'W']
ECs5453	argO6	['tRNA']
ECs2586	argS	['arginyl-tRNA', 'synthetase']
ECs5245	ECs5245	['hypothetical', 'protein']
ECO570085	NA
ECs4323	ECs4323	['hypothetical', 'protein']
ECs0911	ECs0911	['transport', 'system', 'permease']
ECs2773	ECs2773	['integrase']
ECs4436	ECs4436	['biotin', 'sulfoxide', 'reductase']
ECs2805	ECs2805	['structural', 'protein']
ECs1755	ECs1755	['hypothetical', 'protein']
ECs1257	ECs1257	['synthetase']
ECs5089	ECs5089	['hypothetical', 'protein']
ECs0021	ECs0021	['hypothetical', 'protein']
ECs4464	ECs4464	['aldehyde', 'dehydrogenase']
ECs2465	ECs2465	['pyrimidine', '(deoxy)nucleoside', 'triphosphate', 'pyrophosphohydrolase']
ECO571156	NA
ECs4031	ECs4031	['hypothetical', 'protein']
ECs3633	ECs3633	['7-carboxy-7-deazaguanine', 'synthase', 'QueE']
ECs4985	ECs4985	['hypothetical', 'protein']
ECs5055	ECs5055	['hypothetical', 'protein']
ECs3944	ECs3944	['tartrate', 'dehydratase', 'subunit', 'alpha']
ECs1538	ECs1538	['hypothetical', 'protein']
ECs0298	ECs0298	['head', 'size', 'determination', 'protein']
ECs0919	ECs0919	['D-alanyl-D-alanine', 'carboxypeptidase']
ECs3967	ECs3967	['hypothetical', 'protein']
ECs1108	ECs1108	['head-tail', 'preconnector', 'protein']
ECs4570	ECs4570	['hypothetical', 'protein']
ECs1963	ECs1963	['hypothetical', 'protein']
ECs4869	NA
ECs2095	ECs2095	['hypothetical', 'protein']
ECs2426	ECs2426	['threonyl-tRNA', 'synthetase']
ECs5373	thrW	['tRNA']
ECs1901	ECs1901	['hypothetical', 'protein']
ECs3347	hyfE	['hydrogenase', '4', 'membrane', 'subunit']
ECs0397	lacZ	['beta-D-galactosidase']
ECs4868	ECs4868	['cystathionine', 'gamma-synthase']
ECs5442	ECs5442	['hypothetical', 'protein']
ECs4091	gltB	['glutamate', 'synthase', 'subunit', 'alpha']
ECs2703	ECs2703	['hypothetical', 'protein']
ECs5156	ECs5156	['23S', 'rRNA', "(guanosine(2251)-2'-O)-methyltransferase", 'RlmB']
ECs3476	ECs3476	['heat', 'shock', 'protein', 'GrpE']
ECs2275	ECs2275	['replication', 'protein']
ECs2906	ECs2906	['phosphomethylpyrimidine', 'kinase']
ECs3709	ECs3709	['transcriptional', 'regulator']
ECs2067	ECs2067	['hypothetical', 'protein']
ECs4753	ECs4753	['threonine', 'efflux', 'system']
ECs1019	ECs1019	['alkanesulfonate', 'transporter', 'substrate-binding', 'subunit']
ECs4324	ECs4324	['lipoprotein']
ECs3011	ECs3011	['hypothetical', 'protein']
ECs5582	ECs5582	['hypothetical', 'protein']
ECs3232	ECs3232	['acyltransferase']
ECs1238	ECs1238	['hypothetical', 'protein']
ECs5155	ECs5155	['exoribonuclease', 'R']
ECs4518	rph	['ribonuclease', 'PH']
ECs1660	ECs1660	['hypothetical', 'protein']
ECO572745	NA
ECs0636	ECs0636	['hypothetical', 'protein']
ECs2126	ECs2126	['trans-aconitate', '2-methyltransferase']
ECs1172	ECs1172	['hypothetical', 'protein']
ECO571837	NA
ECs4198	ECs4198	['FKBP-type', 'peptidylprolyl', 'isomerase']
ECs4475	ECs4475	['mannitol-specific', 'PTS', 'system', 'enzyme', 'IIABC', 'components']
ECs1916	ECs1916	['O-6-alkylguanine-DNA:cysteine-protein', 'methyltransferase']
ECO571735	NA
ECs1134	ECs1134	['third', 'cytochrome', 'oxidase', 'subunit', 'I']
ECs4908	rplJ	['50S', 'ribosomal', 'protein', 'L10']
ECs2700	ECs2700	['hypothetical', 'protein']
ECs4376	ECs4376	['hypothetical', 'protein']
ECs4879	ECs4879	['PTS', 'system', 'fructose-like', 'transporter', 'subunit', 'EIIB']
ECs1295	ECs1295	['hypothetical', 'protein']
ECs1142	ECs1142	['regulator']
ECs3019	ECs3019	['beta-D-glucoside', 'glucohydrolase']
ECs4166	rplO	['50S', 'ribosomal', 'protein', 'L15']
ECs5591	ECs5591	['hypothetical', 'protein']
pO157p33	sopA	['plasmid-partitioning', 'protein', 'SopA']
ECs2482	ECs2482	['aldolase']
ECs3947	NA
ECs2246	ECs2246	['head-tail', 'adaptor']
ECs2409	ECs2409	['phosphoenolpyruvate', 'synthase']
ECs3020	ECs3020	['D-lactate', 'dehydrogenase']
ECs0981	ECs0981	['anaerobic', 'dimethyl', 'sulfoxide', 'reductase', 'subunit', 'C']
ECs4085	ECs4085	['phosphohistidinoprotein-hexose', 'phosphotransferase', 'component', 'of', 'N-regulated', 'PTS', 'system', '(Npr)']
ECs2205	ECs2205	['replication', 'protein']
ECs5264	ECs5264	['DNA', 'helicase']
ECs3054	rihB	['ribonucleoside', 'hydrolase', '2']
ECs2130	ECs2130	['hypothetical', 'protein']
ECs2752	ECs2752	['hypothetical', 'protein']
ECs4117	tldD	['protease', 'TldD']
ECs1022	ECs1022	['chaperone']
ECs2383	ECs2383	['pyruvate', 'kinase']
ECs3689	ECs3689	['transporter']
ECs1102	ECs1102	['hypothetical', 'protein']
ECO572933	NA
ECs3073	ECs3073	['hypothetical', 'protein']
ECs2712	ECs2712	['cytochrome']
ECs3371	xseA	['exodeoxyribonuclease', 'VII', 'large', 'subunit']
ECs4008	ECs4008	['hypothetical', 'protein']
ECs4701	ECs4701	['ilvG', 'operon', 'leader', 'peptide']
ECs4381	ECs4381	['hypothetical', 'protein']
ECs5368	alaV	['tRNA']
ECs4635	recF	['recombination', 'protein', 'F']
ECs0251	ECs0251	['hypothetical', 'protein']
ECs0434	psiF	['hypothetical', 'protein']
ECs1569	ECs1569	['hypothetical', 'protein']
ECs0771	ECs0771	['acyl-CoA', 'thioester', 'hydrolase', 'YbgC']
ECs4162	ECs4162	['30S', 'ribosomal', 'protein', 'S11']
ECs0054	apaH	['diadenosine', 'tetraphosphatase']
ECs3107	ECs3107	['hybrid', 'sensory', 'kinase', 'in', 'two-component', 'regulatory', 'system', 'with', 'RcsB', 'and', 'YojN']
ECs1365	ECs1365	['hypothetical', 'protein']
ECs5025	ECs5025	['diacylglycerol', 'kinase']
ECs0542	ECs0542	['hypothetical', 'protein']
ECs2714	ECs2714	['hypothetical', 'protein']
ECO572840	NA
ECO573742	NA
ECs2732	ECs2732	['head-tail', 'preconnector', 'protein']
ECs0418	ECs0418	['transcriptional', 'regulator']
ECs2150	ECs2150	['hypothetical', 'protein']
ECs3198	ECs3198	['hypothetical', 'protein']
ECs3556	recA	['recombinase', 'A']
ECs5232	ECs5232	['hypothetical', 'protein']
ECs4798	ECs4798	['permease']
ECs5422	ECs5422	['hypothetical', 'protein']
ECs5445	ECs5445	['hypothetical', 'protein']
ECs1605	mnmA	['tRNA-specific', '2-thiouridylase', 'MnmA']
ECs4266	ECs4266	['DNA-binding', 'transcriptional', 'repressor', 'GlpR']
ECs0174	frr	['ribosome', 'recycling', 'factor']
ECs0148	ECs0148	['glutamyl-Q', 'tRNA(Asp)', 'synthetase']
ECs4293	ggt	['gamma-glutamyltranspeptidase']
ECs2072	ECs2072	['nitrite', 'extrusion', 'protein', '2']
ECs4821	ECs4821	['formate', 'dehydrogenase', 'accessory', 'protein']
ECs5479	ECs5479	['hypothetical', 'protein']
ECs1267	pgaD	['PGA', 'biosynthesis', 'protein']
ECs0824	ECs0824	['hypothetical', 'protein']
ECs5060	ECs5060	['hypothetical', 'protein']
ECs0999	ECs0999	['hypothetical', 'protein']
ECs4494	tdh	['L-threonine', '3-dehydrogenase']
ECs4169	rplR	['50S', 'ribosomal', 'protein', 'L18']
ECs1594	ECs1594	['hypothetical', 'protein']
ECs1499	potD	['spermidine/putrescine', 'ABC', 'transporter', 'substrate-binding', 'protein']
ECs0851	ECs0851	['kinase', 'inhibitor', 'protein']
pO157p15	pO157p15	['hypothetical', 'protein']
ECs2706	ECs2706	['2-component', 'sensor', 'protein']
ECs4659	ECs4659	['hypothetical', 'protein']
pO157p07	etpH	['type', 'II', 'secretion', 'pathway', 'related', 'protein', 'type', 'II', 'secretion', 'pathway', 'related', 'protein|EtpH']
ECs4043	ECs4043	['ATP-dependent', 'RNA', 'helicase', 'DeaD']
ECs2536	ECs2536	['hypothetical', 'protein']
ECO575109	NA
ECs3036	ECs3036	['hypothetical', 'protein']
ECO572923	NA
ECs3222	ECs3222	['fimbrial-like', 'protein']
ECs1250	ECs1250	['C4-type', 'zinc', 'finger', 'TraR']
ECs4342	ECs4342	["4'-phosphopantetheinyl", 'transferase']
ECs5547	aspT	['tRNA']
ECs4946	ECs4946	['DNA', 'transposition', 'protein']
ECs2760	ECs2760	['hypothetical', 'protein']
ECs1884	ECs1884	['peripheral', 'inner', 'membrane', 'phage-shock', 'protein']
ECs2010	ECs2010	['hypothetical', 'protein']
ECs0665	tatE	['twin', 'arginine', 'translocase', 'E']
ECs2397	ECs2397	['transport', 'system', 'permease']
ECs1565	ECs1565	['transposase']
ECs2908	ECs2908	['hypothetical', 'protein']
ECs5509	serV	['tRNA']
ECs1531	ECs1531	['hypothetical', 'protein']
ECs4189	ECs4189	['bacterioferritin']
ECO571816	NA
ECs4625	ECs4625	['hypothetical', 'protein']
ECs1895	ECs1895	['hypothetical', 'protein']
ECs3388	ECs3388	['enhanced', 'serine', 'sensitivity', 'protein', 'SseB']
ECs3525	ECs3525	['DNA-binding', 'transcriptional', 'regulator', 'CsiR']
ECs1132	ECs1132	['hydrogenase-1', 'operon', 'protein', 'HyaE']
ECs2153	ECs2153	['damage-inducible', 'protein']
ECs2170	ECs2170	['minor', 'tail', 'protein']
ECs0947	artP	['arginine', 'transporter', 'ATP-binding', 'protein']
ECs4751	ECs4751	['phospholipase', 'A']
ECs0153	NA
ECs1177	ECs1177	['Kil', 'protein']
ECs5300	ECs5300	['transporter']
ECs4448	ECs4448	['xylose', 'isomerase']
ECs0620	ECs0620	['hypothetical', 'protein']
ECO571515	NA
ECs0100	lpxC	['UDP-3-O-[3-hydroxymyristoyl]', 'N-acetylglucosamine', 'deacetylase']
ECs3248	ECs3248	['EvgA', 'family', 'transcriptional', 'regulator']
ECs4127	ECs4127	['acetyl-CoA', 'carboxylase', 'biotin', 'carboxyl', 'carrier', 'protein', 'subunit']
ECs0821	ECs0821	['putative', 'lipoprotein', 'Rz1', 'precursor']
ECs2236	ECs2236	['tail', 'assembly', 'protein']
ECs2194	ECs2194	['crossover', 'junction', 'endodeoxyribonuclease']
ECs1580	ECs1580	['hypothetical', 'protein']
ECs1781	ECs1781	['hypothetical', 'protein']
ECs4667	ECs4667	['outer', 'membrane', 'usher', 'protein']
ECs4615	ECs4615	['transcriptional', 'regulator']
ECs1082	ECs1082	['hypothetical', 'protein']
ECs5388	glnU	['tRNA']
ECs3286	ECs3286	['cysteine', 'synthase', 'A']
ECs3358	ECs3358	['DNA', 'replication', 'initiation', 'factor']
ECs2472	ECs2472	['protease', '4']
ECs0797	ECs0797	['hypothetical', 'protein']
ECs1568	ECs1568	['hypothetical', 'protein']
ECs0480	ECs0480	['nucleotide-binding', 'protein']
ECs2292	ECs2292	['hypothetical', 'protein']
ECs2581	ECs2581	['hypothetical', 'protein']
ECs1215	ECs1215	['endopeptidase']
ECs1187	ECs1187	['hypothetical', 'protein']
ECs5253	ECs5253	['integrase']
ECO573747	NA
ECs1074	ECs1074	['replication', 'protein']
ECs4649	ECs4649	['hypothetical', 'protein']
ECs4850	glpX	['fructose', '1,6-bisphosphatase', 'II']
ECs1099	ECs1099	['hypothetical', 'protein']
ECs3007	ECs3007	['hypothetical', 'protein']
ECO571542	NA
ECs0322	ECs0322	['hypothetical', 'protein']
ECs5028	ECs5028	['stress-response', 'protein']
ECs3839	mltC	['murein', 'transglycosylase', 'C']
ECs5064	ECs5064	['multidrug', 'resistance', 'protein', 'MdtN']
ECO573582	NA
ECs4519	ECs4519	['hypothetical', 'protein']
ECs2898	ECs2898	['tagatose', '6-phosphate', 'kinase', '1']
ECs3586	ECs3586	['hypothetical', 'protein']
ECs2294	ECs2294	['oxidoreductase', 'major', 'subunit']
ECs0017	nhaA	['pH-dependent', 'sodium/proton', 'antiporter']
ECO570213	NA
ECs5491	valU	['tRNA']
ECs1615	ECs1615	['hypothetical', 'protein']
ECs4949	ECs4949	['hypothetical', 'protein']
ECs1465	maf	['Maf-like', 'protein']
ECs1007	mukB	['cell', 'division', 'protein', 'MukB']
ECs2243	ECs2243	['major', 'tail', 'subunit']
ECs3220	ECs3220	['chaperone']
ECs4823	ECs4823	['frv', 'operon', 'regulatory', 'protein']
ECs1302	ECs1302	['regulatory', 'protein']
ECs0493	ECs0493	['DNA-binding', 'ATP-dependent', 'protease', 'La']
ECs3963	ECs3963	['NADPH', 'dehydrogenase']
ECs1481	ECs1481	['purine', 'nucleoside', 'phosphoramidase']
ECs4000	ECs4000	['hypothetical', 'protein']
ECs2802	ECs2802	['antirestriction', 'protein']
ECs4303	livM	['leucine/isoleucine/valine', 'transporter', 'permease']
ECO573539	NA
ECs0086	mraW	['S-adenosyl-methyltransferase', 'MraW']
ECO573134	NA
ECs1613	ECs1613	['Ren', 'protein']
ECs1534	ECs1534	['endopeptidase']
ECO571764	NA
ECs0751	sucA	['2-oxoglutarate', 'dehydrogenase', 'subunit', 'E1']
ECs1033	ECs1033	['ABC', 'transporter', 'ATPase']
ECs0176	ECs0176	['undecaprenyl', 'pyrophosphate', 'synthase']
ECs4468	ECs4468	['selenocysteine', 'synthase']
ECs3685	ECs3685	['prolipoprotein', 'diacylglyceryl', 'transferase']
ECs4424	ECs4424	['peptide', 'ABC', 'transporter']
ECs4044	ECs4044	['Nlp', 'family', 'transcriptional', 'regulator']
ECs0819	ECs0819	['endolysin']
ECs4158	ECs4158	['hypothetical', 'protein']
ECs0787	ECs0787	['UDP-galactose-4-epimerase']
ECO574443	NA
ECs4983	ECs4983	['DNA', 'circulation', 'protein']
ECs2303	ECs2303	['acid-shock', 'protein']
ECs5238	ECs5238	['hypothetical', 'protein']
ECs0709	ECs0709	['PTS', 'system', 'N-acetyl', 'glucosamine', 'specific', 'transporter', 'subunit', 'IIABC']
ECs2390	ECs2390	['cysteine', 'desulfurase', 'activator', 'complex', 'subunit', 'SufB']
ECs5476	asnW	['tRNA']
ECs0995	ihfB	['integration', 'host', 'factor', 'subunit', 'beta']
ECs4673	atpC	['ATP', 'synthase', 'F0F1', 'subunit', 'epsilon']
ECO575074	NA
ECs3006	ECs3006	['C4-type', 'zinc', 'finger', 'protein']
ECs5595	ECs5595	['hypothetical', 'protein']
ECs1542	ECs1542	['large', 'terminase', 'subunit']
ECs1718	ECs1718	['transcriptional', 'regulator']
ECO572054	NA
ECs1458	flgI	['flagellar', 'basal', 'body', 'P-ring', 'protein']
ECs0111	ECs0111	['hypothetical', 'protein']
ECs1382	ECs1382	['HecB-like', 'protein']
ECs4633	ECs4633	['hypothetical', 'protein']
ECs5574	thrT	['tRNA']
ECs3490	ECs3490	['transposase']
ECs0004	ECs0004	['threonine', 'synthase']
ECs4583	ECs4583	['type', 'III', 'secretion', 'system', 'protein']
ECs4648	ECs4648	['DNA-binding', 'transcriptional', 'regulator', 'YidZ']
ECs5101	ECs5101	['alpha-galactosidase']
ECs0394	cynX	['cyanate', 'transporter']
ECO570723	NA
ECs1768	ECs1768	['hypothetical', 'protein']
pO157p67	repA2	['replication', 'protein']
ECs0818	ECs0818	['holin']
ECs3585	ECs3585	['hypothetical', 'protein']
ECO573585	NA
ECs0030	lspA	['lipoprotein', 'signal', 'peptidase']
ECs0983	ECs0983	['MFS', 'family', 'transporter', 'protein']
ECs5193	ECs5193	['hypothetical', 'protein']
ECs2385	ECs2385	['hypothetical', 'protein']
ECs5048	ECs5048	['hypothetical', 'protein']
ECs3745	ECs3745	['peptidase']
ECs4895	ECs4895	['hypothetical', 'protein']
ECs3195	ECs3195	['3-octaprenyl-4-hydroxybenzoate', 'carboxy-lyase']
ECO572934	NA
ECs2986	ECs2986	['phage', 'replication', 'protein', 'P']
ECs0702	ECs0702	['putative', 'RNA']
ECs1413	ECs1413	['hypothetical', 'protein']
ECs3264	ECs3264	['exoaminopeptidase']
ECs1100	ECs1100	['holin']
ECO571881	NA
ECs5546	rrfC	['5S', 'ribosomal', 'RNA']
ECs5157	ECs5157	['hypothetical', 'protein']
ECO574555	NA
ECs5183	ECs5183	['transposase']
ECs1645	ECs1645	['minor', 'tail', 'protein']
ECs2951	ECs2951	['minor', 'tail', 'protein']
ECO572058	NA
ECs3694	ECs3694	['DNA-binding', 'transcriptional', 'regulator', 'GalR']
ECs2835	ECs2835	['phosphomannomutase']
ECs1334	ECs1334	['hypothetical', 'protein']
ECs3914	ECs3914	['permease', 'of', 'ferrichrome', 'ABC', 'transporter']
ECs2393	ECs2393	['hypothetical', 'protein']
ECs5461	valV	['tRNA']
ECO570872	NA
ECs4636	ECs4636	['DNA', 'polymerase', 'III', 'subunit', 'beta']
ECO572059	NA
ECs1069	ECs1069	['regulatory', 'protein']
ECs2995	ECs2995	['superinfection', 'exclusion', 'protein']
ECs0449	ECs0449	['transcriptional', 'regulator', 'PhoB']
ECs1582	ECs1582	['hypothetical', 'protein']
ECs5446	ECs5446	['hypothetical', 'protein']
ECs3491	ECs3491	['transposase']
ECs4920	hemE	['uroporphyrinogen', 'decarboxylase']
ECs3376	hisS	['histidyl-tRNA', 'synthetase']
ECs5188	ECs5188	['DMT', 'family', 'transporter', 'inner', 'membrane', 'protein']
ECs0359	ECs0359	['transcriptional', 'regulator', 'BetI']
pO157p22	pO157p22	['recombinase']
ECs2704	ECs2704	['hypothetical', 'protein']
ECs5098	ECs5098	['AraC', 'family', 'transcriptional', 'regulator']
ECs3900	ECs3900	['hypothetical', 'protein']
ECs4993	ECs4993	['hypothetical', 'protein']
ECs1353	ECs1353	['protein', 'TerB']
ECs2102	ECs2102	['hypothetical', 'protein']
ECs0467	ribD	['bifunctional', 'diaminohydroxyphosphoribosylaminopyrimidine', 'deaminase/5-amino-6-(5-phosphoribosylamino)uracil', 'reductase']
ECs2025	ECs2025	['hypothetical', 'protein']
ECs2812	dacD	['D-alanyl-D-alanine', 'carboxypeptidase']
ECs1155	ECs1155	['curved', 'DNA-binding', 'protein', 'CbpA']
ECs1547	ECs1547	['hypothetical', 'protein']
ECs3945	ECs3945	['L(+)-tartrate', 'dehydratase', 'subunit', 'beta']
ECs2456	ECs2456	['hypothetical', 'protein']
ECs1785	ECs1785	['antirepressor', 'protein']
ECs0959	ECs0959	['hydroxylamine', 'reductase']
ECs0407	ECs0407	['4-hydroxy-2-oxovalerate', 'aldolase']
ECO572234	NA
ECs1882	pspB	['phage', 'shock', 'protein', 'B']
ECs1498	ECs1498	['NAD-dependent', 'deacetylase']
ECs2069	ECs2069	['cryptic', 'nitrate', 'reductase', '2', 'subunit', 'delta']
ECs1709	ECs1709	['peptidyl-tRNA', 'hydrolase']
ECs3563	srlR	['DNA-binding', 'transcriptional', 'repressor', 'SrlR']
ECs4762	ECs4762	['DNA', 'recombination', 'protein', 'RmuC']
ECs2984	ECs2984	['hypothetical', 'protein']
ECs2913	ECs2913	['hypothetical', 'protein']
ECs3292	cysM	['cysteine', 'synthase', 'B']
ECs1189	ECs1189	['replication', 'protein', 'O']
ECs0306	ECs0306	['oxidoreductase']
ECO572326	NA
ECs4876	ECs4876	['hypothetical', 'protein']
ECp072	ECp072	['hypothetical', 'protein']
ECs3274	ECs3274	['hypothetical', 'protein']
ECs2316	ECs2316	['DNA', 'replication', 'terminus', 'site-binding', 'protein']
ECs1905	ECs1905	['murein', 'peptide', 'amidase', 'A']
ECs2084	NA
ECs0187	ECs0187	['acetyl-CoA', 'carboxylase', 'carboxyltransferase', 'subunit', 'alpha']
ECs4336	ECs4336	['hypothetical', 'protein']
ECs4807	ECs4807	['DeoR', 'family', 'transcriptional', 'regulator']
ECs2042	ECs2042	['hypothetical', 'protein']
ECs4829	ECs4829	['rhamnulose-1-phosphate', 'aldolase']
ECs2697	ECs2697	['hypothetical', 'protein']
ECs0863	moaE	['molybdopterin', 'guanine', 'dinucleotide', 'biosynthesis', 'protein', 'MoaE']
ECs0193	ECs0193	['peptidyl-tRNA', 'hydrolase', 'domain-containing', 'protein']
ECs5457	ECs5457	['hypothetical', 'protein']
ECs0724	ECs0724	['potassium-transporting', 'ATPase', 'subunit', 'C']
ECs1626	ECs1626	['hypothetical', 'protein']
ECO574459	NA
ECs2836	ECs2836	['mannose-1-phosphate', 'guanylyltransferase']
ECs5143	ECs5143	['hypothetical', 'protein']
ECO570209	NA
ECs4806	ECs4806	['kinase']
ECO573656	NA
ECs3379	ECs3379	['ribosomal', 'RNA', 'large', 'subunit', 'methyltransferase', 'N']
ECs2919	ECs2919	['ATPase']
ECs1145	ECs1145	['cold', 'shock', 'protein', 'CspG']
ECs5329	rsmC	['16S', 'rRNA', 'methyltransferase']
ECs1977	ECs1977	['head-tail', 'adaptor']
ECs3318	ECs3318	['detox', 'protein']
ECs0126	ECs0126	['hypothetical', 'protein']
ECs1011	ECs1011	['aromatic', 'amino', 'acid', 'aminotransferase']
ECs0339	ECs0339	['hypothetical', 'protein']
ECs3419	ECs3419	['nitrogen', 'regulatory', 'protein', 'P-II', '1']
ECs3727	ECs3727	['EivJ', 'type', 'III', 'secretion', 'protein']
ECO570926	NA
ECs4737	ECs4737	['hypothetical', 'protein']
ECs4252	ECs4252	['hypothetical', 'protein']
ECs3801	ECs3801	['lipoprotein']
ECs1092	ECs1092	['putative', 'lipoprotein', 'Rz1', 'protein', 'precursor']
ECs2786	cobT	['nicotinate-nucleotide--dimethylbenzimidazole', 'phosphoribosyltransferase']
ECs2451	ECs2451	['succinylarginine', 'dihydrolase']
ECs0110	ECs0110	['type', 'IV', 'pilin', 'biogenesis', 'protein']
ECs3599	NA
ECs2146	ECs2146	['competence', 'damage-inducible', 'protein', 'A']
ECs2335	ECs2335	['hypothetical', 'protein']
ECs2437	ECs2437	['cell', 'division', 'modulator']
ECs1950	ECs1950	['hypothetical', 'protein']
ECs3170	ECs3170	['bifunctional', 'NADH:ubiquinone', 'oxidoreductase', 'subunit', 'C/D']
ECs1913	ECs1913	['hypothetical', 'protein']
ECO570898	NA
ECs1015	pepN	['aminopeptidase']
ECs1641	ECs1641	['minor', 'tail', 'protein']
ECO572797	NA
ECO574821	NA
ECs2284	ECs2284	['inhibitor', 'of', 'cell', 'division']
ECs2857	ECs2857	['GDP-fucose', 'synthetase', 'chain', 'A']
ECs4206	ECs4206	['phosphoribulokinase']
ECs1878	ECs1878	['oxidoreductase']
ECs0837	ECs0837	['tail', 'length', 'tape', 'measure', 'protein']
ECs3399	ECs3399	['inositol', 'monophosphatase']
ECs4009	ECs4009	['AgaR', 'family', 'transcriptional', 'regulator']
ECs2957	ECs2957	['hypothetical', 'protein']
ECs3552	ECs3552	['fructose-1-phosphatase']
ECs3850	ECs3850	['virulence-related', 'membrane', 'protein']
ECs0501	ECs0501	['LRP-like', 'transcriptional', 'regulator']
ECO572324	NA
ECs3273	ECs3273	['hypothetical', 'protein']
ECs3523	ECs3523	['4-aminobutyrate', 'aminotransferase']
ECO571821	NA
ECs1775	ECs1775	['hypothetical', 'protein']
ECs4911	ECs4911	['DNA-directed', 'RNA', 'polymerase', 'subunit', "beta'"]
ECs1196	ECs1196	['DNA', 'methylase']
ECs5170	ECs5170	['PTS', 'system', 'L-ascorbate-specific', 'transporter', 'subunit', 'IIB']
ECs1861	ECs1861	['enoyl-ACP', 'reductase']
ECO571357	NA
ECs4813	ECs4813	['hypothetical', 'protein']
ECs2289	ECs2289	['hypothetical', 'protein']
ECs0504	ECs0504	['nitrogen', 'regulatory', 'protein', 'P-II', '2']
ECs2616	ECs2616	['hypothetical', 'protein']
ECs0811	ECs0811	['protein', 'NinF']
ECs0073	ECs0073	['hypothetical', 'protein']
ECs0507	ECs0507	['glycoprotein/polysaccharide', 'metabolism']
ECs1025	ECs1025	['FimH-like', 'protein']
ECs0740	ECs0740	['transporter']
ECs4480	ECs4480	['hypothetical', 'protein']
pO157p39	pO157p39	['hypothetical', 'protein']
ECs3030	ECs3030	['gentisate', '1,2-dioxygenase']
ECs3849	ECs3849	['hypothetical', 'protein']
ECs0231	ECs0231	['hypothetical', 'protein']
ECs0758	ECs0758	['transporter']
pO157p09	etpJ	['type', 'II', 'secretion', 'pathway', 'related', 'protein', 'type', 'II', 'secretion', 'pathway', 'related', 'protein|EptJ']
ECs3581	ECs3581	['formate', 'hydrogenlyase', 'regulatory', 'protein', 'HycA']
ECs1860	ECs1860	['oxidoreductase']
ECs2619	ECs2619	['hypothetical', 'protein']
ECs2859	ECs2859	['colanic', 'acid', 'biosynthesis', 'acetyltransferase', 'WcaF']
ECs2079	ECs2079	['nitrate-inducible', 'formate', 'dehydrogenase-N', 'iron-sulfur', 'beta', 'subunit']
ECs3767	ECs3767	['flavodoxin', 'FldB']
ECs4569	ECs4569	['hypothetical', 'protein']
ECs3217	ECs3217	['fimbrial-like', 'protein']
ECO575442	NA
ECs3207	ECs3207	['3-oxoacyl-ACP', 'synthase']
ECs3449	ECs3449	['hypothetical', 'protein']
ECs2417	btuE	['glutathione', 'peroxidase']
ECs5586	ECs5586	['entericidin', 'B', 'membrane', 'lipoprotein']
ECO572680	NA
ECs1528	ECs1528	['hypothetical', 'protein']
ECs0727	kdpF	['potassium-transporting', 'ATPase', 'subunit', 'F']
ECs4699	ECs4699	['hypothetical', 'protein']
ECs3168	ECs3168	['NADH', 'dehydrogenase', 'I', 'subunit', 'F']
ECs0315	ECs0315	['hypothetical', 'protein']
ECs4901	ECs4901	['pantothenate', 'kinase']
ECs1788	ECs1788	['hypothetical', 'protein']
ECs5180	ECs5180	['hypothetical', 'protein']
ECs0865	ECs0865	['hypothetical', 'protein']
pO157p11	etpL	['type', 'II', 'secretion', 'pathway', 'related', 'protein', 'type', 'II', 'secretion', 'pathway', 'related', 'protein|EtpL']
ECs3340	dapA	['4-hydroxy-tetrahydrodipicolinate', 'synthase']
ECs1190	ECs1190	['replication', 'protein', 'P']
ECs5175	ECs5175	['hypothetical', 'protein']
ECs1366	ECs1366	['hypothetical', 'protein']
ECO573516	NA
ECO574527	NA
ECs0458	yajC	['preprotein', 'translocase', 'subunit', 'YajC']
ECs4449	xylF	['D-xylose', 'transporter', 'subunit', 'XylF']
ECs0225	ECs0225	['hypothetical', 'protein']
ECs4485	cysE	['serine', 'acetyltransferase']
ECs4623	ECs4623	['PTS', 'system', 'arbutin-like', 'IIC', 'component']
ECs4245	ECs4245	['phosphoenolpyruvate', 'carboxykinase']
ECs2949	ECs2949	['tail', 'length', 'tape', 'measure', 'protein']
ECs2256	ECs2256	['lipoprotein', 'Rz1', 'precursor']
ECs0186	dnaE	['DNA', 'polymerase', 'III', 'subunit', 'alpha']
ECs3569	ECs3569	['electron', 'transport', 'protein', 'HydN']
ECs2310	ECs2310	['hypothetical', 'protein']
ECs1865	ECs1865	['outer', 'membrane', 'channel', 'protein']
ECs1349	ECs1349	['hypothetical', 'protein']
ECs1789	ECs1789	['Dnase']
ECs5109	ECs5109	['hypothetical', 'protein']
ECO572885	NA
