Label	Type	Frame	Begin	End	Length	Evidence	Mutation	Gene	Synonyms	Product	Class	ProductType	Localization	Roles	ECnumber	MicroCycRid	MicroCycPid	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	Note	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
ECs1786	CDS	+2	1778843	1779310	468	automatic/finished	no	rz	rzpD	Endopeptidase (Lysis protein) from bacteriophage origin	2a : Function from experimental evidences in other organisms	h : extrachromosomal origin	1 : Unknown	8.1.5 : Lysis ; 8.1 : Prophage genes and phage related functions ;	3.4.-.-					2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.245726	0.2650	0.292735	0.196581	0.557692	0.442308	0.262821	0.237179	0.391026	0.108974	0.628205	0.371795	0.320513	0.25641	0.192308	0.230769	0.448718	0.551282	0.153846	0.301282	0.294872	0.25	0.596154	0.403846	0.509769	17379.07	-0.472903	0.322581	0.516129	0.2	0.058065	0.503226	0.496774	0.290323	0.16129	0.129032	9.097618	10.896774
ECs1787	CDS	+3	1779063	1779248	186	automatic/finished	no			Outer membrane lipoprotein Rz1 precursor										2005-01-04 00:00:00	COMMON			14 : Cell envelope ;	3		0.22043	0.3011	0.290323	0.188172	0.591398	0.408602	0.241935	0.322581	0.258065	0.177419	0.580645	0.419355	0.16129	0.370968	0.177419	0.290323	0.548387	0.451613	0.258065	0.209677	0.435484	0.096774	0.645161	0.354839	0.382639	6466.5	0.214754	0.295082	0.622951	0.229508	0.032787	0.704918	0.295082	0.114754	0.065574	0.04918	7.940849	9.409836
ECs1788	CDS	-3	1779673	1779900	228	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.333333	0.2368	0.201754	0.22807	0.438597	0.561404	0.355263	0.25	0.197368	0.197368	0.447368	0.552632	0.342105	0.236842	0.171053	0.25	0.407895	0.592105	0.302632	0.223684	0.236842	0.236842	0.460526	0.539474	0.344799	8945.97	-0.717333	0.24	0.4	0.186667	0.093333	0.44	0.56	0.28	0.186667	0.093333	10.352119	9.893333
ECs1789	CDS	+3	1779942	1780307	366	automatic/finished	no			putative Dnase ( DNAse encoded by cryptic prophage CP-933P)						3.1.21.1-RXN				2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.204918	0.2541	0.314208	0.226776	0.568306	0.431694	0.270492	0.295082	0.319672	0.114754	0.614754	0.385246	0.221311	0.196721	0.344262	0.237705	0.540984	0.459016	0.122951	0.270492	0.278689	0.327869	0.54918	0.45082	0.303238	13478.97	-0.468595	0.338843	0.520661	0.214876	0.049587	0.504132	0.495868	0.305785	0.190083	0.115702	9.419121	10.528926
ECs5431	CDS	-1	1779960	1780205	246	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	UNIQUE_BANK			18 : Unknown function ;			0.235772	0.3008	0.247967	0.215447	0.548781	0.45122	0.329268	0.219512	0.317073	0.134146	0.536585	0.463415	0.243902	0.390244	0.121951	0.243902	0.512195	0.487805	0.134146	0.292683	0.304878	0.268293	0.597561	0.402439	0.41411	8657.36	-0.233333	0.382716	0.654321	0.17284	0.08642	0.506173	0.493827	0.185185	0.061728	0.123457	4.314171	9.45679
ECs1791	CDS	+1	1780597	1781160	564	automatic/finished	no			putative terminase small subunit ( terminase subunit encoded by cryptic prophage CP-933P)										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.271277	0.2411	0.306738	0.180851	0.547872	0.452128	0.255319	0.255319	0.398936	0.090426	0.654255	0.345745	0.345745	0.31383	0.12766	0.212766	0.441489	0.558511	0.212766	0.154255	0.393617	0.239362	0.547872	0.452128	0.38266	20249.35	-0.648128	0.283422	0.561497	0.171123	0.053476	0.534759	0.465241	0.304813	0.176471	0.128342	9.446571	9.614973
ECs1792	CDS	+3	1781157	1782818	1662	automatic/finished	no			putative terminase large subunit ( large terminase subunit)										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.209988	0.2479	0.330325	0.211793	0.578219	0.421781	0.229242	0.243682	0.402527	0.124549	0.646209	0.353791	0.283394	0.229242	0.194946	0.292419	0.424188	0.575812	0.117329	0.270758	0.393502	0.218412	0.66426	0.33574	0.441552	60998.42	-0.117179	0.291139	0.511754	0.233273	0.103074	0.584087	0.415913	0.265823	0.135624	0.130199	5.764778	9.61302
ECs1793	CDS	+3	1782882	1784819	1938	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.19969	0.2699	0.330237	0.200206	0.600103	0.399897	0.208978	0.236842	0.424149	0.130031	0.660991	0.339009	0.263158	0.30031	0.178019	0.258514	0.478328	0.521672	0.126935	0.272446	0.388545	0.212074	0.660991	0.339009	0.519841	68959.19	-0.148992	0.356589	0.570543	0.207752	0.083721	0.55814	0.44186	0.243411	0.124031	0.11938	5.853966	9.345736
ECO571785	CDS	-2	1784795	1785202	408	automatic/finished	no			hypothetical protein										2005-01-04 00:00:00	UNIQUE_AMIGA			18 : Unknown function ;	1		0.186275	0.3578	0.237745	0.218137	0.595588	0.404412	0.205882	0.441176	0.205882	0.147059	0.647059	0.352941	0.198529	0.316176	0.205882	0.279412	0.522059	0.477941	0.154412	0.316176	0.301471	0.227941	0.617647	0.382353	0.338284	15323.55	-0.301481	0.281481	0.459259	0.192593	0.111111	0.562963	0.437037	0.259259	0.2	0.059259	11.506859	9.674074
ECs1795	CDS	+1	1785031	1787610	2580	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.229845	0.2411	0.323256	0.205814	0.564341	0.435659	0.225581	0.273256	0.384884	0.116279	0.65814	0.34186	0.313953	0.244186	0.188372	0.253488	0.432558	0.567442	0.15	0.205814	0.396512	0.247674	0.602326	0.397674	0.429996	95042.45	-0.483469	0.284051	0.540163	0.201397	0.08149	0.519208	0.480792	0.279395	0.137369	0.142026	5.441246	9.828871
ECs1796	CDS	+3	1787613	1787939	327	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.211009	0.2263	0.336391	0.2263	0.562691	0.437309	0.220183	0.284404	0.385321	0.110092	0.669725	0.330275	0.293578	0.201835	0.165138	0.33945	0.366972	0.633028	0.119266	0.192661	0.458716	0.229358	0.651376	0.348624	0.452872	12154.685	-0.061111	0.240741	0.444444	0.277778	0.055556	0.564815	0.435185	0.314815	0.138889	0.175926	4.828255	10
ECs1797	CDS	+3	1787949	1788299	351	automatic/finished	no			putative head-tail adaptor										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.216524	0.2336	0.358974	0.190883	0.592593	0.407407	0.247863	0.273504	0.376068	0.102564	0.649573	0.350427	0.196581	0.213675	0.316239	0.273504	0.529915	0.470085	0.205128	0.213675	0.384615	0.196581	0.598291	0.401709	0.362271	12662.105	-0.192241	0.344828	0.5	0.232759	0.043103	0.560345	0.439655	0.258621	0.155172	0.103448	10.025063	10.293103
ECs1798	CDS	+2	1788296	1788742	447	automatic/finished	no			putative structural component										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.217002	0.2394	0.344519	0.199105	0.583893	0.416107	0.241611	0.275168	0.389262	0.09396	0.66443	0.33557	0.261745	0.201342	0.248322	0.288591	0.449664	0.550336	0.147651	0.241611	0.395973	0.214765	0.637584	0.362416	0.420381	16655.275	-0.512838	0.25	0.540541	0.216216	0.060811	0.506757	0.493243	0.304054	0.175676	0.128378	10.599922	10.824324
ECs1799	CDS	+1	1788739	1789083	345	automatic/finished	no			putative structural component										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.173913	0.2551	0.342029	0.228986	0.597101	0.402899	0.156522	0.269565	0.4	0.173913	0.669565	0.330435	0.26087	0.278261	0.147826	0.313043	0.426087	0.573913	0.104348	0.217391	0.478261	0.2	0.695652	0.304348	0.409233	12413.665	0.172807	0.307018	0.561404	0.263158	0.096491	0.614035	0.385965	0.175439	0.070175	0.105263	4.568489	9.815789
ECs1800	CDS	+2	1789013	1789858	846	automatic/finished	no			putative major tail subunit										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.244681	0.2411	0.282506	0.231678	0.523641	0.476359	0.287234	0.187943	0.326241	0.198582	0.514184	0.485816	0.29078	0.304965	0.166667	0.237589	0.471631	0.528369	0.156028	0.230496	0.35461	0.258865	0.585106	0.414894	0.459888	30472.09	-0.337367	0.377224	0.590747	0.16726	0.099644	0.505338	0.494662	0.199288	0.113879	0.085409	8.844902	9.295374
ECs1801	CDS	+1	1789864	1790238	375	automatic/finished	no			putative tail assembly chaperone										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.221333	0.2267	0.346667	0.205333	0.573333	0.426667	0.184	0.272	0.416	0.128	0.688	0.312	0.32	0.224	0.168	0.288	0.392	0.608	0.16	0.184	0.456	0.2	0.64	0.36	0.463282	14077.525	-0.296774	0.25	0.516129	0.258065	0.080645	0.516129	0.483871	0.330645	0.16129	0.169355	5.40258	9.75
ECs1802	CDS	+3	1790262	1790543	282	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.205674	0.2270	0.368794	0.198582	0.595745	0.404255	0.212766	0.244681	0.425532	0.117021	0.670213	0.329787	0.265957	0.212766	0.212766	0.308511	0.425532	0.574468	0.138298	0.223404	0.468085	0.170213	0.691489	0.308511	0.46465	10254.36	-0.091398	0.301075	0.494624	0.204301	0.064516	0.580645	0.419355	0.290323	0.11828	0.172043	4.614311	9.88172
ECs1803	CDS	+1	1790596	1793676	3081	automatic/finished	no			putative tail length tape measure protein										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.238883	0.2363	0.337553	0.187277	0.57384	0.42616	0.240506	0.237585	0.406037	0.115871	0.643622	0.356378	0.298929	0.262902	0.198637	0.239533	0.461538	0.538462	0.177215	0.208374	0.407984	0.206426	0.616358	0.383642	0.417274	109952.855	-0.319298	0.369396	0.528265	0.190058	0.05848	0.52924	0.47076	0.219298	0.111111	0.108187	6.68325	9.648148
ECs1804	CDS	+2	1793669	1794010	342	automatic/finished	no			minor tail protein M	2b : Function from indirect experimental evidences (e.g. phenotypes)	f : factor	1 : Unknown							2005-01-04 00:00:00	COMMON	11282477, 11686382, 8878031, 9562894		17.2 : Prophage functions ;	1		0.201754	0.2134	0.359649	0.225146	0.573099	0.426901	0.219298	0.27193	0.324561	0.184211	0.596491	0.403509	0.280702	0.184211	0.27193	0.263158	0.45614	0.54386	0.105263	0.184211	0.482456	0.22807	0.666667	0.333333	0.32308	13322.64	-0.624779	0.238938	0.495575	0.20354	0.141593	0.486726	0.513274	0.300885	0.185841	0.115044	9.684654	10.504425
ECs1805	CDS	+1	1794010	1794447	438	automatic/finished	partial			fragment of Minor tail protein L (partial)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.232877	0.2032	0.360731	0.203196	0.563927	0.436073	0.226027	0.212329	0.417808	0.143836	0.630137	0.369863	0.315068	0.178082	0.246575	0.260274	0.424658	0.575342	0.157534	0.219178	0.417808	0.205479	0.636986	0.363014	0.402917	16152.49	-0.477931	0.303448	0.517241	0.2	0.096552	0.517241	0.482759	0.282759	0.144828	0.137931	6.828407	10.103448
ECO571797	CDS	+2	1794425	1794568	144	automatic/finished	no			hypothetical protein										2005-01-04 00:00:00	UNIQUE_AMIGA			18 : Unknown function ;	3		0.340278	0.1319	0.229167	0.298611	0.361111	0.638889	0.333333	0.166667	0.229167	0.270833	0.395833	0.604167	0.333333	0.125	0.145833	0.395833	0.270833	0.729167	0.354167	0.104167	0.3125	0.229167	0.416667	0.583333	0.23777	5376.16	0.131915	0.191489	0.382979	0.319149	0.085106	0.531915	0.468085	0.212766	0.148936	0.06383	9.862495	8
ECs1806	CDS	+2	1794635	1798111	3477	automatic/finished	no			Host specificity protein J of prophage	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.6 : Structural component ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.231521	0.2629	0.311475	0.194133	0.574346	0.425654	0.292494	0.232097	0.348576	0.126833	0.580673	0.419327	0.289905	0.256255	0.192407	0.261432	0.448663	0.551337	0.112166	0.300259	0.393443	0.194133	0.693701	0.306299	0.46765	126808.895	-0.276079	0.324698	0.569085	0.212435	0.093264	0.531952	0.468048	0.211572	0.106218	0.105354	5.665764	9.547496
ECs1807	CDS	+3	1798179	1798778	600	automatic/finished	no			Putative Lom-like outer membrane protein of prophage	3 : Putative function from multiple computational evidences	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.5 : Lysis ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.211667	0.2350	0.31	0.243333	0.545	0.455	0.24	0.17	0.39	0.2	0.56	0.44	0.28	0.25	0.24	0.23	0.49	0.51	0.115	0.285	0.3	0.3	0.585	0.415	0.493578	21880.28	-0.29799	0.376884	0.59799	0.170854	0.150754	0.537688	0.462312	0.221106	0.110553	0.110553	5.476707	9.643216
ECs1808	CDS	+1	1798930	1800243	1314	automatic/finished	partial			fragment of Putative tail fiber protein (modular protein) (partial)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.6 : Structural component ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.254947	0.2458	0.350076	0.149163	0.59589	0.40411	0.22831	0.191781	0.486301	0.093607	0.678082	0.321918	0.278539	0.344749	0.232877	0.143836	0.577626	0.422374	0.257991	0.200913	0.33105	0.210046	0.531963	0.468037	0.346001	44109.06	-0.661327	0.448513	0.652174	0.114416	0.043478	0.528604	0.471396	0.24714	0.105263	0.141876	4.774742	9.693364
ECs1809	CDS	+2	1800245	1800514	270	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.296296	0.1889	0.322222	0.192593	0.511111	0.488889	0.288889	0.288889	0.355556	0.066667	0.644444	0.355556	0.377778	0.122222	0.188889	0.311111	0.311111	0.688889	0.222222	0.155556	0.422222	0.2	0.577778	0.422222	0.376222	10015.15	-0.392135	0.202247	0.426966	0.280899	0.033708	0.516854	0.483146	0.325843	0.157303	0.168539	5.265968	9.561798
ECO571802	CDS	+2	1800671	1801201	531	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	NEW			18 : Unknown function ;	3		0.284369	0.1827	0.229755	0.303201	0.412429	0.587571	0.276836	0.186441	0.305085	0.231638	0.491525	0.508475	0.276836	0.214689	0.225989	0.282486	0.440678	0.559322	0.299435	0.146893	0.158192	0.39548	0.305085	0.694915	0.269148	19137.735	-0.1875	0.340909	0.551136	0.198864	0.090909	0.517045	0.482955	0.215909	0.085227	0.130682	4.567635	8.8125
ECs1812	CDS	-2	1801541	1802866	1326	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.322021	0.2112	0.208899	0.257919	0.42006	0.57994	0.291855	0.208145	0.339367	0.160633	0.547511	0.452489	0.309955	0.282805	0.147059	0.260181	0.429864	0.570136	0.364253	0.142534	0.140271	0.352941	0.282805	0.717195	0.300754	47634.63	-0.239229	0.315193	0.553288	0.208617	0.111111	0.555556	0.444444	0.208617	0.097506	0.111111	5.030449	9.054422
ECs1813	CDS	-2	1803527	1804219	693	automatic/finished	no			Integrase										2005-01-04 00:00:00	COMMON			17 : Mobile and extrachromosomal element functions ;	3		0.291486	0.2338	0.253968	0.220779	0.487734	0.512266	0.294372	0.212121	0.337662	0.155844	0.549784	0.450216	0.272727	0.277056	0.194805	0.255411	0.471861	0.528139	0.307359	0.212121	0.229437	0.251082	0.441558	0.558442	0.267081	25429.995	-0.247826	0.343478	0.517391	0.221739	0.104348	0.517391	0.482609	0.273913	0.169565	0.104348	9.389854	9.356522
ECs1814	CDS	+1	1804693	1805604	912	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.319079	0.1524	0.226974	0.301535	0.379386	0.620614	0.345395	0.144737	0.302632	0.207237	0.447368	0.552632	0.328947	0.223684	0.177632	0.269737	0.401316	0.598684	0.282895	0.088816	0.200658	0.427632	0.289474	0.710526	0.289443	33681.4	-0.441584	0.287129	0.564356	0.221122	0.092409	0.478548	0.521452	0.237624	0.118812	0.118812	5.546776	9.445545
ECs1815	CDS	+3	1805670	1806239	570	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.321053	0.1386	0.231579	0.308772	0.370175	0.629825	0.3	0.173684	0.310526	0.215789	0.484211	0.515789	0.352632	0.168421	0.194737	0.284211	0.363158	0.636842	0.310526	0.073684	0.189474	0.426316	0.263158	0.736842	0.252329	21387.19	-0.434392	0.26455	0.507937	0.21164	0.111111	0.486772	0.513228	0.280423	0.126984	0.153439	4.941261	9.555556
ECO571807	CDS	-3	1806286	1806561	276	automatic/finished	no			transposase (fragment)						RXN0-5131				2005-01-04 00:00:00	NEW			17.3 : Transposon functions ;	1		0.264493	0.2355	0.271739	0.228261	0.507246	0.492754	0.336957	0.184783	0.271739	0.206522	0.456522	0.543478	0.271739	0.23913	0.173913	0.315217	0.413043	0.586957	0.184783	0.282609	0.369565	0.163043	0.652174	0.347826	0.442576	10687.04	-0.141758	0.252747	0.450549	0.21978	0.153846	0.538462	0.461538	0.263736	0.175824	0.087912	10.194038	9.186813
ECO571808	CDS	-1	1806573	1806920	348	automatic/finished	no			transposase						RXN0-5131				2005-01-04 00:00:00	NEW			17.3 : Transposon functions ;	1		0.25	0.2557	0.29023	0.204023	0.545977	0.454023	0.310345	0.267241	0.284483	0.137931	0.551724	0.448276	0.284483	0.155172	0.232759	0.327586	0.387931	0.612069	0.155172	0.344828	0.353448	0.146552	0.698276	0.301724	0.436111	13310.23	-0.132174	0.234783	0.391304	0.252174	0.104348	0.573913	0.426087	0.269565	0.191304	0.078261	10.518959	9.765217
ECs1818	CDS	-2	1807205	1808743	1539	automatic/finished	no			putative transposase ORF 1, IS66 family	3 : Putative function from multiple computational evidences	e : enzyme	1 : Unknown	8.3.1 : transposases ; 8.3 : Transposon related ;						2005-01-04 00:00:00	COMMON			17.3 : Transposon functions ;	1		0.224172	0.2762	0.308642	0.191033	0.584795	0.415205	0.204678	0.311891	0.337232	0.146199	0.649123	0.350877	0.306043	0.231969	0.214425	0.247563	0.446394	0.553606	0.161793	0.2846	0.374269	0.179337	0.658869	0.341131	0.438002	57740.785	-0.445313	0.283203	0.46875	0.212891	0.097656	0.535156	0.464844	0.291016	0.166016	0.125	8.78904	9.853516
ECs1819	CDS	-1	1808793	1809140	348	automatic/finished	no			conserved hypothetical protein, putative transposase ORF2, IS66 family	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.198276	0.2845	0.301724	0.215517	0.586207	0.413793	0.258621	0.310345	0.284483	0.146552	0.594828	0.405172	0.206897	0.224138	0.241379	0.327586	0.465517	0.534483	0.12931	0.318966	0.37931	0.172414	0.698276	0.301724	0.518463	12770.55	0.010435	0.313043	0.469565	0.243478	0.086957	0.591304	0.408696	0.217391	0.147826	0.069565	10.62545	8.721739
ECs1820	CDS	-2	1809137	1809517	381	automatic/finished	no			conserved hypothetical protein, putative transposase, IS3 family	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.270341	0.2782	0.238845	0.212598	0.51706	0.48294	0.251969	0.330709	0.267717	0.149606	0.598425	0.401575	0.307087	0.23622	0.188976	0.267717	0.425197	0.574803	0.251969	0.267717	0.259843	0.220472	0.527559	0.472441	0.290471	14069.645	-0.403175	0.269841	0.460317	0.230159	0.063492	0.515873	0.484127	0.238095	0.126984	0.111111	7.907845	9.031746
ECs1821	CDS	-2	1809857	1810135	279	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.379928	0.1900	0.168459	0.261649	0.358423	0.641577	0.419355	0.129032	0.193548	0.258065	0.322581	0.677419	0.268817	0.311828	0.182796	0.236559	0.494624	0.505376	0.451613	0.129032	0.129032	0.290323	0.258065	0.741935	0.215717	10352.295	-0.542391	0.347826	0.565217	0.152174	0.097826	0.423913	0.576087	0.23913	0.141304	0.097826	8.588341	8.934783
ECs1824	CDS	-3	1810846	1811493	648	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.304012	0.2145	0.197531	0.283951	0.412037	0.587963	0.305556	0.259259	0.25	0.185185	0.509259	0.490741	0.296296	0.175926	0.217593	0.310185	0.393519	0.606481	0.310185	0.208333	0.125	0.356481	0.333333	0.666667	0.296011	24581.19	-0.22186	0.265116	0.455814	0.237209	0.12093	0.488372	0.511628	0.255814	0.153488	0.102326	6.926567	9.8
ECs1825	CDS	+1	1811677	1812267	591	automatic/finished	no			putative chaperone protein (BfpT-regulated chaperone-like protein)										2005-01-04 00:00:00	COMMON			11.3 : Protein folding and stabilization ;	3		0.324873	0.1591	0.233503	0.282572	0.392555	0.607445	0.375635	0.152284	0.309645	0.162437	0.461929	0.538071	0.335025	0.167513	0.208122	0.28934	0.375635	0.624365	0.263959	0.15736	0.182741	0.395939	0.340102	0.659898	0.34472	21853.025	-0.313776	0.295918	0.52551	0.214286	0.096939	0.484694	0.515306	0.265306	0.158163	0.107143	9.084267	9.122449
ECO571815	CDS	-2	1812893	1813228	336	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	UNIQUE_AMIGA			18 : Unknown function ;	1		0.294643	0.2351	0.258929	0.21131	0.494048	0.505952	0.294643	0.267857	0.303571	0.133929	0.571429	0.428571	0.3125	0.223214	0.196429	0.267857	0.419643	0.580357	0.276786	0.214286	0.276786	0.232143	0.491071	0.508929	0.367452	12481.97	-0.322523	0.279279	0.468468	0.243243	0.108108	0.531532	0.468468	0.297297	0.189189	0.108108	9.265205	9.108108
ECO571816	CDS	+1	1813774	1813887	114	automatic/finished	no			hypothetical protein										2005-01-04 00:00:00	UNIQUE_AMIGA			18 : Unknown function ;	3		0.350877	0.1667	0.184211	0.298246	0.350877	0.649123	0.263158	0.184211	0.263158	0.289474	0.447368	0.552632	0.315789	0.236842	0.157895	0.289474	0.394737	0.605263	0.473684	0.078947	0.131579	0.315789	0.210526	0.789474	0.219697	4271.6	-0.578378	0.27027	0.459459	0.189189	0.108108	0.432432	0.567568	0.243243	0.108108	0.135135	4.898857	9.945946
ECO571817	CDS	+1	1813915	1814424	510	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	NEW			18 : Unknown function ;	3		0.292157	0.1451	0.227451	0.335294	0.372549	0.627451	0.276471	0.170588	0.305882	0.247059	0.476471	0.523529	0.3	0.170588	0.194118	0.335294	0.364706	0.635294	0.3	0.094118	0.182353	0.423529	0.276471	0.723529	0.266155	19081.94	-0.017751	0.272189	0.47929	0.248521	0.112426	0.532544	0.467456	0.242604	0.100592	0.142012	4.653511	9.775148
ECs1829	CDS	-1	1815738	1816244	507	automatic/finished	no	yciE		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON	15388941, 3058546, 8455549		18 : Unknown function ;	3		0.323471	0.2032	0.203156	0.270217	0.406312	0.593688	0.313609	0.201183	0.325444	0.159763	0.526627	0.473373	0.366864	0.224852	0.130178	0.278107	0.35503	0.64497	0.289941	0.183432	0.153846	0.372781	0.337278	0.662722	0.435311	18995.825	-0.37619	0.27381	0.422619	0.214286	0.089286	0.482143	0.517857	0.297619	0.136905	0.160714	5.031303	9.196429
ECs1830	CDS	-1	1816290	1816790	501	automatic/finished	no	yciF		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON	3058546, 8455549		18 : Unknown function ;	3		0.365269	0.1976	0.233533	0.203593	0.431138	0.568862	0.335329	0.185629	0.383234	0.095808	0.568862	0.431138	0.419162	0.227545	0.095808	0.257485	0.323353	0.676647	0.341317	0.179641	0.221557	0.257485	0.401198	0.598802	0.450981	18596.445	-0.459639	0.283133	0.421687	0.222892	0.066265	0.451807	0.548193	0.343373	0.168675	0.174699	5.477028	9.373494
ECs1831	CDS	-3	1816876	1817055	180	automatic/finished	no	yciG		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.322222	0.2056	0.3	0.172222	0.505556	0.494444	0.233333	0.183333	0.45	0.133333	0.633333	0.366667	0.4	0.2	0.35	0.05	0.55	0.45	0.333333	0.233333	0.1	0.333333	0.333333	0.666667	0.531438	6002.03	-1.672881	0.457627	0.59322	0	0.067797	0.40678	0.59322	0.338983	0.220339	0.118644	9.867943	9.305085
ECO571821	CDS	+2	1817132	1817275	144	automatic/finished	no			hypothetical protein										2005-01-04 00:00:00	UNIQUE_AMIGA			18 : Unknown function ;	3		0.368056	0.0903	0.229167	0.3125	0.319444	0.680556	0.5	0.083333	0.270833	0.145833	0.354167	0.645833	0.333333	0.083333	0.1875	0.395833	0.270833	0.729167	0.270833	0.104167	0.229167	0.395833	0.333333	0.666667	0.260563	5384.23	0.125532	0.212766	0.404255	0.319149	0.042553	0.531915	0.468085	0.297872	0.170213	0.12766	8.990059	8.957447
ECs1832	CDS	-1	1817436	1818242	807	automatic/finished	no	trpA	try, tryp	tryptophan synthase, alpha subunit	1b : Function from experimental evidences in the studied species	e : enzyme	2 : Cytoplasmic	1.5.1.15 : Tryptophan ; 7.1 : Cytoplasm ;	4.2.1.20	TRYPSYN-RXN$RXN0-2381	TRPSYN-PWY			2005-01-04 00:00:00	COMMON	2502189, 388433, 4863752, 7038627, 8095913, 9298646		1.1 : Aromatic amino acid family ;	1		0.226766	0.2726	0.272615	0.228005	0.545229	0.454771	0.219331	0.249071	0.386617	0.144981	0.635688	0.364312	0.282528	0.29368	0.126394	0.297398	0.420074	0.579926	0.178439	0.275093	0.304833	0.241636	0.579926	0.420074	0.490364	28724.055	0.102985	0.309701	0.522388	0.235075	0.085821	0.626866	0.373134	0.216418	0.108209	0.108209	5.639702	9.175373
ECs1833	CDS	-2	1818242	1819435	1194	automatic/finished	no	trpB		tryptophan synthase, beta subunit	1b : Function from experimental evidences in the studied species	e : enzyme	2 : Cytoplasmic	1.5.1.15 : Tryptophan ; 7.1 : Cytoplasm ;	4.2.1.20	TRYPSYN-RXN$RXN0-2382	TRPSYN-PWY			2005-01-04 00:00:00	COMMON	1309752, 4552018, 4943677, 6985892, 7007651, 7038627, 8095913, 9298646		1.1 : Aromatic amino acid family ;	1		0.241206	0.2672	0.278057	0.213568	0.545226	0.454774	0.248744	0.248744	0.376884	0.125628	0.625628	0.374372	0.30402	0.238693	0.183417	0.273869	0.422111	0.577889	0.170854	0.31407	0.273869	0.241206	0.58794	0.41206	0.552645	42995.32	-0.190932	0.327456	0.496222	0.20403	0.100756	0.576826	0.423174	0.244332	0.125945	0.118388	5.71447	9.722922
